SurveyID,ParticipantID,EventID,EventDateTimeStart,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyRecommendationID,SurveyOverallScore,SurveyComments,SurveySubmissionDate
666,533,5,2023-04-13 10:00:00,5,4,5,5,2,4.75,"The watercolor session during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. By the end, the gallery walk during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected. Honestly, the color theory lesson during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend.",2023-04-15 03:25:00
667,535,6,2023-03-29 10:00:00,4,4,5,5,2,4.5,"The web dev sprint during Data Science Study Group really clicked for me, I left with actionable next steps. Surprisingly, the robot build during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; I'd come again and bring a classmate next time. The data activity during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time. — especially for beginners.",2023-03-31 06:24:00
668,536,3,2022-05-24 10:00:00,5,4,4,4,1,4.25,"The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together — especially for beginners. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school. Overall, the panel Q&A during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I'd attend again with a clearer agenda.",2022-05-24 13:27:00
669,537,3,2025-07-15 10:00:00,5,4,5,5,2,4.75,"Overall, it boosted my confidence more than I expected, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps — next time I'd bring a friend!",2025-07-16 07:02:00
670,538,3,2022-07-12 10:00:00,5,4,4,4,1,4.25,"By the end, the mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. I didn't expect this, but, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. In my opinion, I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves! It boosted my confidence more than I expected, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",2022-07-12 12:29:00
671,539,8,2024-06-07 10:00:00,4,5,5,4,1,4.5,"The Python lab during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school; I'd definitely recommend this to a friend. At first, the Arduino demo during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time). At first, the pacing made complex ideas feel doable, the Arduino demo during Web Dev Bootcamp Night really clicked for me — especially for beginners.",2024-06-09 07:18:00
672,540,4,2023-04-15 10:00:00,4,4,5,5,2,4.5,"The web dev sprint during Monthly Coding Club really clicked for me, the pacing made complex ideas feel doable.",2023-04-16 11:06:00
673,540,1,2023-04-09 10:00:00,4,5,5,4,1,4.5,"If I'm being honest, the mentor roundtable during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school — next time I'd bring a friend. If I'm being honest, the networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time. The hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me!",2023-04-10 14:26:00
674,541,1,2023-04-30 10:00:00,5,5,4,4,1,4.5,"By the end, the resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. The pacing made complex ideas feel doable, the panel Q&A during Mentor Office Hours really clicked for me; This pushed me to apply for a related program.",2023-05-02 06:23:00
675,541,1,2023-07-09 10:00:00,4,5,5,4,1,4.5,"The pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me. The mentor roundtable during Mentor Office Hours really clicked for me, I left with actionable next steps (snacks were a plus).",2023-07-09 12:14:00
676,542,2,2024-09-07 10:00:00,4,4,4,4,1,4,"In my opinion, I left with actionable next steps, the data activity during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The coding challenges during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'd attend again with a clearer agenda. I left with actionable next steps, the robot build during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda.",2024-09-07 13:01:00
677,543,6,2024-03-27 10:00:00,5,4,3,4,1,4,"The data activity during Data Science Study Group really clicked for me, I met people who want to collaborate on projects — next time I'd bring a friend. At first, the Arduino demo during Data Science Study Group really clicked for me, it boosted my confidence more than I expected. The data activity during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd; It was useful overall. — next time I'd bring a friend.",2024-03-27 16:09:00
678,543,2,2021-12-04 10:00:00,4,5,4,5,2,4.5,"The coding challenges during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable! To be fair, the robot build during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. — next time I'd bring a friend! By the end, there were concrete examples I can reuse at school, the Arduino demo during Robotics Lab Saturday really clicked for me; This pushed me to apply for a related program. If I'm being honest, the web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning.",2021-12-05 03:03:00
679,543,2,2022-05-14 10:00:00,4,4,4,5,2,4.25,"The web dev sprint during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves! Honestly, the Arduino demo during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected. It boosted my confidence more than I expected, the data activity during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic. — which surprised me in a good way.",2022-05-14 16:15:00
680,544,10,2025-02-15 10:00:00,4,4,5,4,1,4.25,"Honestly, the watercolor session during Monthly Art Studio Workshop really clicked for me, the pacing made complex ideas feel doable. The mixed-media project during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda. In my opinion, the sketch warmups during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda.",2025-02-17 09:28:00
681,545,2,2023-11-25 10:00:00,4,5,4,5,2,4.5,"There were concrete examples I can reuse at school, the web dev sprint during Robotics Lab Saturday really clicked for me — especially for beginners. I met people who want to collaborate on projects, the robot build during Robotics Lab Saturday really clicked for me; I left energized to keep learning! The data activity during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable — next time I'd bring a friend.",2023-11-26 16:21:00
682,546,7,2022-07-15 10:00:00,4,3,5,5,2,4.25,"Surprisingly, I met people who want to collaborate on projects, the resume clinic during Leadership Circle Meetup really clicked for me; I'm curious to see how the next session improves. (snacks were a plus). Honestly, the networking breakouts during Leadership Circle Meetup really clicked for me, the hands-on segment tied everything together! The panel Q&A during Leadership Circle Meetup really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves.",2022-07-16 08:10:00
683,546,3,2023-09-26 10:00:00,5,4,5,4,1,4.5,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time. If I'm being honest, it boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me! The networking breakouts during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects — especially for beginners.",2023-09-28 01:09:00
684,546,1,2024-08-04 10:00:00,4,3,5,5,2,4.25,"The resume clinic during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions! Surprisingly, I met people who want to collaborate on projects, the resume clinic during Mentor Office Hours really clicked for me — especially for beginners. At first, the mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects!",2024-08-04 13:26:00
685,547,2,2025-01-11 10:00:00,4,4,4,5,2,4.25,"I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda! Overall, I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me. I met people who want to collaborate on projects, the robot build during Robotics Lab Saturday really clicked for me!",2025-01-12 06:17:00
686,548,3,2024-11-26 10:00:00,5,4,5,5,2,4.75,"To be fair, it boosted my confidence more than I expected, the resume clinic during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. There were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects.",2024-11-27 00:05:00
687,549,1,2024-02-18 10:00:00,4,4,5,5,2,4.5,"Honestly, it boosted my confidence more than I expected, the resume clinic during Mentor Office Hours really clicked for me. I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me. The networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects.",2024-02-18 17:00:00
688,550,3,2022-05-24 10:00:00,4,5,5,5,2,4.75,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. At first, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend.",2022-05-26 06:20:00
689,550,6,2022-05-18 10:00:00,5,4,5,5,2,4.75,"Surprisingly, the coding challenges during Data Science Study Group really clicked for me, the hands-on segment tied everything together; I'd come again and bring a classmate next time. (snacks were a plus). Surprisingly, the web dev sprint during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program.",2022-05-20 00:19:00
690,551,7,2023-01-15 10:00:00,3,5,5,5,2,4.5,"I didn't expect this, but, the networking breakouts during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; This was absolutely worth the time. — which surprised me in a good way. The goal-setting exercise during Leadership Circle Meetup really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. Surprisingly, the mentors were down-to-earth and answered real questions, the resume clinic during Leadership Circle Meetup really clicked for me — especially for beginners.",2023-01-16 19:11:00
691,553,7,2025-01-15 10:00:00,4,3,5,4,1,4,"If I'm being honest, the resume clinic during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects; It was useful overall.",2025-01-15 15:23:00
692,553,3,2024-10-08 10:00:00,5,5,3,4,1,4.25,"In my opinion, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic. The panel Q&A during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected. The panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'm curious to see how the next session improves. Overall, the hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",2024-10-09 16:07:00
693,553,6,2024-10-02 10:00:00,4,5,5,5,2,4.75,"There were concrete examples I can reuse at school, the Python lab during Data Science Study Group really clicked for me (snacks were a plus). In my opinion, the mentors were down-to-earth and answered real questions, the Python lab during Data Science Study Group really clicked for me. The mentors were down-to-earth and answered real questions, the robot build during Data Science Study Group really clicked for me.",2024-10-04 07:02:00
694,553,6,2024-03-06 10:00:00,5,4,4,3,3,4,"In my opinion, the web dev sprint during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable! There were concrete examples I can reuse at school, the robot build during Data Science Study Group really clicked for me. The robot build during Data Science Study Group really clicked for me, the hands-on segment tied everything together.",2024-03-07 21:03:00
695,555,5,2023-03-09 10:00:00,4,5,4,5,2,4.5,"The watercolor session during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; I left energized to keep learning. — especially for beginners. Honestly, the sketch warmups during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",2023-03-10 03:15:00
696,556,1,2022-02-27 10:00:00,5,4,5,4,1,4.5,"The organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me. I didn't expect this, but, the pacing made complex ideas feel doable, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning. — next time I'd bring a friend.",2022-03-01 07:11:00
697,557,1,2023-11-05 10:00:00,4,4,4,5,2,4.25,"Surprisingly, the resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. The panel Q&A during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school.",2023-11-05 22:22:00
698,558,8,2025-08-22 10:00:00,5,5,3,5,2,4.5,"The robot build during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; This pushed me to apply for a related program. If I'm being honest, I met people who want to collaborate on projects, the data activity during Web Dev Bootcamp Night really clicked for me.",2025-08-23 05:07:00
699,559,5,2025-07-24 10:00:00,5,4,5,4,1,4.5,"I left with actionable next steps, the gallery walk during Intro to Painting Class really clicked for me; This was absolutely worth the time! By the end, there were concrete examples I can reuse at school, the gallery walk during Intro to Painting Class really clicked for me.",2025-07-24 13:28:00
700,560,3,2024-01-16 10:00:00,5,4,4,5,2,4.5,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected. From my perspective, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; I left energized to keep learning. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program.",2024-01-18 01:29:00
701,560,4,2025-08-15 10:00:00,4,5,4,5,2,4.5,"The robot build during Monthly Coding Club really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time. I left with actionable next steps, the web dev sprint during Monthly Coding Club really clicked for me; This pushed me to apply for a related program. — which surprised me in a good way. The robot build during Monthly Coding Club really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time. (snacks were a plus)!",2025-08-16 14:26:00
702,560,3,2022-12-13 10:00:00,4,5,5,5,2,4.75,"Overall, the panel Q&A during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; This pushed me to apply for a related program. The resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions!",2022-12-15 06:01:00
703,560,6,2024-08-07 10:00:00,4,4,3,5,2,4,"The organizers ran things smoothly even with a big crowd, the data activity during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. The organizers ran things smoothly even with a big crowd, the robot build during Data Science Study Group really clicked for me; I might recommend it depending on the topic. (wish there had been more time). By the end, the hands-on segment tied everything together, the web dev sprint during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. (wish there had been more time).",2024-08-07 15:10:00
704,561,4,2025-07-15 10:00:00,4,5,4,5,2,4.5,"Honestly, the Python lab during Monthly Coding Club really clicked for me, I left with actionable next steps; I left energized to keep learning. — which surprised me in a good way. I left with actionable next steps, the web dev sprint during Monthly Coding Club really clicked for me; This was absolutely worth the time. — which surprised me in a good way.",2025-07-16 17:01:00
705,562,1,2022-10-09 10:00:00,5,5,4,5,2,4.75,"Overall, the goal-setting exercise during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions! By the end, I left with actionable next steps, the resume clinic during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. In my opinion, the resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning!",2022-10-10 02:19:00
706,563,3,2023-07-25 10:00:00,4,5,5,5,2,4.75,"If I'm being honest, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions.",2023-07-26 11:20:00
707,564,3,2023-07-11 10:00:00,5,5,5,4,1,4.75,"The mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. To be fair, the panel Q&A during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. To be fair, the hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me — especially for beginners!",2023-07-12 11:28:00
708,564,5,2022-09-29 10:00:00,4,5,4,4,1,4.25,"It boosted my confidence more than I expected, the gallery walk during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. The mixed-media project during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; It was useful overall!",2022-09-30 06:12:00
709,564,1,2024-04-07 10:00:00,4,4,5,5,2,4.5,"The pacing made complex ideas feel doable, the mentor roundtable during Mentor Office Hours really clicked for me! I met people who want to collaborate on projects, the panel Q&A during Mentor Office Hours really clicked for me — especially for beginners.",2024-04-08 01:23:00
710,565,10,2023-05-15 10:00:00,4,4,3,3,3,3.5,"Not every topic applied to me, but I took notes for later, and the gallery walk was helpful during Monthly Art Studio Workshop. Some sections moved quickly but were still useful, and the gallery walk was helpful during Monthly Art Studio Workshop. I might recommend it depending on the topic. I knew parts of it already, but I still learned something, and the gallery walk was helpful during Monthly Art Studio Workshop. It was useful overall. Some sections moved quickly but were still useful, and the gallery walk was helpful during Monthly Art Studio Workshop — which surprised me in a good way!",2023-05-17 06:12:00
711,566,5,2024-01-25 10:00:00,4,4,3,5,2,4,"To be fair, the organizers ran things smoothly even with a big crowd, the sketch warmups during Intro to Painting Class really clicked for me; I might recommend it depending on the topic! The organizers ran things smoothly even with a big crowd, the gallery walk during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves. It boosted my confidence more than I expected, the color theory lesson during Intro to Painting Class really clicked for me.",2024-01-26 01:05:00
712,566,3,2023-04-11 10:00:00,5,4,4,4,1,4.25,"To be fair, the resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. The pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. (snacks were a plus). The resume clinic during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; I'd attend again with a clearer agenda.",2023-04-13 07:29:00
713,568,8,2024-04-26 10:00:00,4,4,3,5,2,4,"It boosted my confidence more than I expected, the robot build during Web Dev Bootcamp Night really clicked for me. In my opinion, the organizers ran things smoothly even with a big crowd, the web dev sprint during Web Dev Bootcamp Night really clicked for me.",2024-04-26 17:06:00
714,570,7,2022-02-15 10:00:00,4,4,4,5,2,4.25,"Surprisingly, the mentors were down-to-earth and answered real questions, the mentor roundtable during Leadership Circle Meetup really clicked for me. It boosted my confidence more than I expected, the networking breakouts during Leadership Circle Meetup really clicked for me; It was useful overall. The goal-setting exercise during Leadership Circle Meetup really clicked for me, the hands-on segment tied everything together — which surprised me in a good way. The pacing made complex ideas feel doable, the networking breakouts during Leadership Circle Meetup really clicked for me; I might recommend it depending on the topic!",2022-02-15 19:19:00
715,570,7,2025-11-15 10:00:00,5,5,5,4,1,4.75,"From my perspective, the organizers ran things smoothly even with a big crowd, the resume clinic during Leadership Circle Meetup really clicked for me! By the end, I met people who want to collaborate on projects, the panel Q&A during Leadership Circle Meetup really clicked for me; I'd come again and bring a classmate next time. — especially for beginners.",2025-11-17 01:17:00
716,572,6,2025-07-16 10:00:00,4,4,4,5,2,4.25,"The robot build during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; It was useful overall! The web dev sprint during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; It was useful overall. Overall, I left with actionable next steps, the web dev sprint during Data Science Study Group really clicked for me.",2025-07-17 15:18:00
717,572,3,2022-05-17 10:00:00,4,4,3,5,2,4,"By the end, the mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'd attend again with a clearer agenda. I met people who want to collaborate on projects, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. Honestly, the pacing made complex ideas feel doable, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves.",2022-05-18 10:29:00
718,573,3,2025-08-12 10:00:00,4,4,4,4,1,4,"There were concrete examples I can reuse at school, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves. The resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps! If I'm being honest, the organizers ran things smoothly even with a big crowd, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic.",2025-08-12 12:08:00
719,574,2,2025-04-12 10:00:00,5,4,3,4,1,4,"By the end, the mentors were down-to-earth and answered real questions, the coding challenges during Robotics Lab Saturday really clicked for me. I left with actionable next steps, the Python lab during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The pacing made complex ideas feel doable, the Python lab during Robotics Lab Saturday really clicked for me — next time I'd bring a friend.",2025-04-14 03:22:00
720,574,2,2022-09-03 10:00:00,4,5,4,5,2,4.5,"The mentors were down-to-earth and answered real questions, the Python lab during Robotics Lab Saturday really clicked for me; I left energized to keep learning. Surprisingly, the coding challenges during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. The pacing made complex ideas feel doable, the robot build during Robotics Lab Saturday really clicked for me!",2022-09-04 13:05:00
721,575,2,2022-06-18 10:00:00,3,4,5,4,1,4,"Honestly, I met people who want to collaborate on projects, the coding challenges during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda. In my opinion, the organizers ran things smoothly even with a big crowd, the data activity during Robotics Lab Saturday really clicked for me (snacks were a plus).",2022-06-18 13:16:00
722,576,3,2024-04-16 10:00:00,4,5,4,4,1,4.25,"Overall, I met people who want to collaborate on projects, the panel Q&A during Girls in STEAM Mentoring really clicked for me! The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable! At first, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I might recommend it depending on the topic.",2024-04-17 14:01:00
723,579,1,2025-08-24 10:00:00,5,5,5,5,2,5,"The resume clinic during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected (snacks were a plus). Overall, I met people who want to collaborate on projects, the panel Q&A during Mentor Office Hours really clicked for me!",2025-08-24 15:08:00
724,579,3,2025-03-18 10:00:00,4,5,4,5,2,4.5,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd! It boosted my confidence more than I expected, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. — next time I'd bring a friend. There were concrete examples I can reuse at school, the mentor roundtable during Girls in STEAM Mentoring really clicked for me!",2025-03-18 16:13:00
725,580,1,2024-08-04 10:00:00,3,5,5,4,1,4.25,"By the end, the mentors were down-to-earth and answered real questions, the panel Q&A during Mentor Office Hours really clicked for me; I might recommend it depending on the topic. The goal-setting exercise during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable! There were concrete examples I can reuse at school, the resume clinic during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda.",2024-08-06 05:04:00
726,581,10,2023-08-15 10:00:00,4,5,4,5,2,4.5,"Overall, the color theory lesson during Monthly Art Studio Workshop really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning. The mixed-media project during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; This was absolutely worth the time. — especially for beginners. The mixed-media project during Monthly Art Studio Workshop really clicked for me, I left with actionable next steps.",2023-08-16 17:08:00
727,581,1,2023-04-02 10:00:00,5,4,5,4,1,4.5,"The networking breakouts during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time. The panel Q&A during Mentor Office Hours really clicked for me, I left with actionable next steps; I left energized to keep learning. To be fair, I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me (snacks were a plus).",2023-04-03 19:19:00
728,582,1,2022-01-09 10:00:00,4,5,5,4,1,4.5,"The mentors were down-to-earth and answered real questions, the resume clinic during Mentor Office Hours really clicked for me — which surprised me in a good way. The mentors were down-to-earth and answered real questions, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. I didn't expect this, but, the pacing made complex ideas feel doable, the mentor roundtable during Mentor Office Hours really clicked for me; This was absolutely worth the time.",2022-01-09 19:20:00
729,583,7,2025-02-15 10:00:00,4,5,5,4,1,4.5,"To be fair, the goal-setting exercise during Leadership Circle Meetup really clicked for me, I left with actionable next steps; I left energized to keep learning.",2025-02-15 12:03:00
730,584,1,2023-08-13 10:00:00,5,5,4,3,3,4.25,"The pacing made complex ideas feel doable, the networking breakouts during Mentor Office Hours really clicked for me. The organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me (wish there had been more time). The goal-setting exercise during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions.",2023-08-13 16:07:00
731,584,3,2025-08-26 10:00:00,3,5,5,4,1,4.25,"Surprisingly, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. — especially for beginners.",2025-08-28 05:22:00
732,585,3,2022-01-11 10:00:00,5,4,4,5,2,4.5,"The pacing made complex ideas feel doable, the resume clinic during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. — which surprised me in a good way. The resume clinic during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time.",2022-01-12 15:07:00
733,585,3,2025-04-15 10:00:00,5,5,4,5,2,4.75,"To be fair, the mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. (snacks were a plus). In my opinion, the hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me.",2025-04-16 22:19:00
734,585,10,2025-09-15 10:00:00,5,3,4,4,1,4,"To be fair, the mixed-media project during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; I'm curious to see how the next session improves.",2025-09-16 17:23:00
735,585,3,2022-05-31 10:00:00,4,3,4,4,1,3.75,"To be fair, some sections moved quickly but were still useful, and the resume clinic was helpful during Girls in STEAM Mentoring — which surprised me in a good way. Slides were dense, though the discussion helped, and the goal-setting exercise was helpful during Girls in STEAM Mentoring! From my perspective, I knew parts of it already, but I still learned something, and the mentor roundtable was helpful during Girls in STEAM Mentoring.",2022-06-02 05:19:00
736,587,8,2024-06-07 10:00:00,5,5,5,4,1,4.75,"There were concrete examples I can reuse at school, the robot build during Web Dev Bootcamp Night really clicked for me. In my opinion, the coding challenges during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions. The Arduino demo during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together.",2024-06-09 00:13:00
737,588,5,2023-12-28 10:00:00,5,4,4,4,1,4.25,"The pacing made complex ideas feel doable, the sketch warmups during Intro to Painting Class really clicked for me! The organizers ran things smoothly even with a big crowd, the mixed-media project during Intro to Painting Class really clicked for me! The color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",2023-12-28 18:19:00
738,589,1,2023-05-07 10:00:00,5,5,5,5,2,5,"Honestly, the pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. From my perspective, there were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me — next time I'd bring a friend. The goal-setting exercise during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable.",2023-05-08 01:17:00
739,590,5,2024-10-10 10:00:00,5,4,5,5,2,4.75,"The gallery walk during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected — especially for beginners. By the end, there were concrete examples I can reuse at school, the mixed-media project during Intro to Painting Class really clicked for me!",2024-10-10 20:15:00
740,592,8,2022-11-04 10:00:00,5,5,5,4,1,4.75,"The Arduino demo during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps. I didn't expect this, but, the robot build during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time. The mentors were down-to-earth and answered real questions, the Arduino demo during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time.",2022-11-04 19:10:00
741,594,4,2022-11-15 10:00:00,5,5,5,4,1,4.75,"It boosted my confidence more than I expected, the robot build during Monthly Coding Club really clicked for me; I'd come again and bring a classmate next time. The robot build during Monthly Coding Club really clicked for me, the organizers ran things smoothly even with a big crowd. From my perspective, the organizers ran things smoothly even with a big crowd, the coding challenges during Monthly Coding Club really clicked for me.",2022-11-15 11:14:00
