EventDetailsID,EventID,EventDateTimeStart,EventLocation,EventDateTimeEnd,EventCapacity,EventRegistrationDeadline
525,6,2023-09-20 10:00:00,Community Center Room A,2023-09-20 12:00:00,100,2023-09-13 10:00:00
526,2,2024-10-26 10:00:00,Virtual Zoom,2024-10-26 12:00:00,100,2024-10-19 10:00:00
527,8,2025-07-18 10:00:00,Virtual Zoom,2025-07-18 12:00:00,100,2025-07-11 10:00:00
528,2,2024-12-21 10:00:00,Local Library,2024-12-21 12:00:00,100,2024-12-14 10:00:00
529,8,2024-10-25 10:00:00,Virtual Zoom,2024-10-25 12:00:00,100,2024-10-18 10:00:00
530,6,2023-12-27 10:00:00,Community Center Room A,2023-12-27 12:00:00,100,2023-12-20 10:00:00
531,5,2024-05-23 10:00:00,Art Studio 2,2024-05-23 12:00:00,100,2024-05-16 10:00:00
532,3,2022-07-19 10:00:00,Virtual Zoom,2022-07-19 12:00:00,100,2022-07-12 10:00:00
533,5,2024-02-01 10:00:00,Art Studio 2,2024-02-01 12:00:00,100,2024-01-25 10:00:00
534,5,2024-06-27 10:00:00,Virtual Zoom,2024-06-27 12:00:00,100,2024-06-20 10:00:00
535,3,2023-10-17 10:00:00,Art Studio 2,2023-10-17 12:00:00,100,2023-10-10 10:00:00
536,10,2023-08-15 10:00:00,Local Library,2023-08-15 12:00:00,100,2023-08-08 10:00:00
537,2,2022-04-23 10:00:00,Local Library,2022-04-23 12:00:00,100,2022-04-16 10:00:00
538,8,2025-06-13 10:00:00,Virtual Zoom,2025-06-13 12:00:00,100,2025-06-06 10:00:00
539,8,2023-04-21 10:00:00,Local Library,2023-04-21 12:00:00,100,2023-04-14 10:00:00
540,10,2022-03-15 10:00:00,Local Library,2022-03-15 12:00:00,100,2022-03-08 10:00:00
541,6,2023-09-27 10:00:00,Local Library,2023-09-27 12:00:00,100,2023-09-20 10:00:00
542,1,2022-11-20 10:00:00,Art Studio 2,2022-11-20 12:00:00,100,2022-11-13 10:00:00
543,4,2023-07-15 10:00:00,Virtual Zoom,2023-07-15 12:00:00,100,2023-07-08 10:00:00
544,3,2025-01-14 10:00:00,Local Library,2025-01-14 12:00:00,100,2025-01-07 10:00:00
545,8,2025-09-19 10:00:00,Virtual Zoom,2025-09-19 12:00:00,100,2025-09-12 10:00:00
546,8,2022-05-20 10:00:00,Ella Rises HQ,2022-05-20 12:00:00,100,2022-05-13 10:00:00
547,8,2024-01-05 10:00:00,Virtual Zoom,2024-01-05 12:00:00,100,2023-12-29 10:00:00
548,3,2024-01-30 10:00:00,Community Center Room A,2024-01-30 12:00:00,100,2024-01-23 10:00:00
549,6,2025-08-27 10:00:00,Virtual Zoom,2025-08-27 12:00:00,100,2025-08-20 10:00:00
550,7,2023-10-15 10:00:00,Art Studio 2,2023-10-15 12:00:00,100,2023-10-08 10:00:00
551,4,2023-02-15 10:00:00,Ella Rises HQ,2023-02-15 12:00:00,100,2023-02-08 10:00:00
552,8,2023-07-28 10:00:00,Local Library,2023-07-28 12:00:00,100,2023-07-21 10:00:00
553,5,2023-06-22 10:00:00,Local Library,2023-06-22 12:00:00,100,2023-06-15 10:00:00
554,2,2024-09-07 10:00:00,Art Studio 2,2024-09-07 12:00:00,100,2024-08-31 10:00:00
555,6,2023-06-14 10:00:00,Ella Rises HQ,2023-06-14 12:00:00,100,2023-06-07 10:00:00
556,1,2025-05-04 10:00:00,Ella Rises HQ,2025-05-04 12:00:00,100,2025-04-27 10:00:00
557,6,2024-02-14 10:00:00,Ella Rises HQ,2024-02-14 12:00:00,100,2024-02-07 10:00:00
558,1,2025-10-26 10:00:00,Art Studio 2,2025-10-26 12:00:00,100,2025-10-19 10:00:00
559,8,2022-08-19 10:00:00,Ella Rises HQ,2022-08-19 12:00:00,100,2022-08-12 10:00:00
560,6,2022-04-13 10:00:00,Community Center Room A,2022-04-13 12:00:00,100,2022-04-06 10:00:00
561,5,2023-10-26 10:00:00,Ella Rises HQ,2023-10-26 12:00:00,100,2023-10-19 10:00:00
562,6,2024-10-16 10:00:00,Ella Rises HQ,2024-10-16 12:00:00,100,2024-10-09 10:00:00
563,10,2023-04-15 10:00:00,Community Center Room A,2023-04-15 12:00:00,100,2023-04-08 10:00:00
564,8,2024-10-18 10:00:00,Virtual Zoom,2024-10-18 12:00:00,100,2024-10-11 10:00:00
565,2,2025-02-15 10:00:00,Local Library,2025-02-15 12:00:00,100,2025-02-08 10:00:00
566,3,2022-09-06 10:00:00,Local Library,2022-09-06 12:00:00,100,2022-08-30 10:00:00
567,1,2022-04-03 10:00:00,Art Studio 2,2022-04-03 12:00:00,100,2022-03-27 10:00:00
568,3,2022-10-04 10:00:00,Community Center Room A,2022-10-04 12:00:00,100,2022-09-27 10:00:00
569,3,2024-02-06 10:00:00,Art Studio 2,2024-02-06 12:00:00,100,2024-01-30 10:00:00
570,2,2025-08-30 10:00:00,Ella Rises HQ,2025-08-30 12:00:00,100,2025-08-23 10:00:00
571,4,2024-05-15 10:00:00,Ella Rises HQ,2024-05-15 12:00:00,100,2024-05-08 10:00:00
572,6,2025-03-26 10:00:00,Local Library,2025-03-26 12:00:00,100,2025-03-19 10:00:00
573,4,2023-06-15 10:00:00,Art Studio 2,2023-06-15 12:00:00,100,2023-06-08 10:00:00
574,6,2022-03-02 10:00:00,Art Studio 2,2022-03-02 12:00:00,100,2022-02-23 10:00:00
575,3,2023-11-28 10:00:00,Virtual Zoom,2023-11-28 12:00:00,100,2023-11-21 10:00:00
576,3,2023-01-31 10:00:00,Ella Rises HQ,2023-01-31 12:00:00,100,2023-01-24 10:00:00
577,8,2023-10-13 10:00:00,Community Center Room A,2023-10-13 12:00:00,100,2023-10-06 10:00:00
578,4,2025-10-15 10:00:00,Ella Rises HQ,2025-10-15 12:00:00,100,2025-10-08 10:00:00
579,7,2022-01-15 10:00:00,Art Studio 2,2022-01-15 12:00:00,100,2022-01-08 10:00:00
580,3,2025-04-29 10:00:00,Local Library,2025-04-29 12:00:00,100,2025-04-22 10:00:00
581,5,2024-09-12 10:00:00,Community Center Room A,2024-09-12 12:00:00,100,2024-09-05 10:00:00
582,5,2023-12-07 10:00:00,Virtual Zoom,2023-12-07 12:00:00,100,2023-11-30 10:00:00
583,6,2025-08-20 10:00:00,Local Library,2025-08-20 12:00:00,100,2025-08-13 10:00:00
584,5,2022-11-24 10:00:00,Ella Rises HQ,2022-11-24 12:00:00,100,2022-11-17 10:00:00
585,6,2025-09-03 10:00:00,Art Studio 2,2025-09-03 12:00:00,100,2025-08-27 10:00:00
586,8,2023-07-21 10:00:00,Ella Rises HQ,2023-07-21 12:00:00,100,2023-07-14 10:00:00
587,2,2023-03-18 10:00:00,Virtual Zoom,2023-03-18 12:00:00,100,2023-03-11 10:00:00
588,6,2022-09-21 10:00:00,Local Library,2022-09-21 12:00:00,100,2022-09-14 10:00:00
589,8,2023-03-03 10:00:00,Ella Rises HQ,2023-03-03 12:00:00,100,2023-02-24 10:00:00
590,6,2023-03-22 10:00:00,Virtual Zoom,2023-03-22 12:00:00,100,2023-03-15 10:00:00
591,5,2025-04-03 10:00:00,Art Studio 2,2025-04-03 12:00:00,100,2025-03-27 10:00:00
592,3,2024-03-12 10:00:00,Art Studio 2,2024-03-12 12:00:00,100,2024-03-05 10:00:00
593,7,2024-09-15 10:00:00,Community Center Room A,2024-09-15 12:00:00,100,2024-09-08 10:00:00
594,7,2024-05-15 10:00:00,Virtual Zoom,2024-05-15 12:00:00,100,2024-05-08 10:00:00
595,5,2022-06-16 10:00:00,Art Studio 2,2022-06-16 12:00:00,100,2022-06-09 10:00:00
596,8,2025-11-07 10:00:00,Community Center Room A,2025-11-07 12:00:00,100,2025-10-31 10:00:00
597,3,2022-10-25 10:00:00,Local Library,2022-10-25 12:00:00,100,2022-10-18 10:00:00
598,3,2024-07-23 10:00:00,Ella Rises HQ,2024-07-23 12:00:00,100,2024-07-16 10:00:00
599,8,2023-07-07 10:00:00,Local Library,2023-07-07 12:00:00,100,2023-06-30 10:00:00
600,6,2021-11-17 10:00:00,Art Studio 2,2021-11-17 12:00:00,100,2021-11-10 10:00:00
601,2,2025-01-11 10:00:00,Art Studio 2,2025-01-11 12:00:00,100,2025-01-04 10:00:00
602,4,2025-06-15 10:00:00,Local Library,2025-06-15 12:00:00,100,2025-06-08 10:00:00
603,4,2025-11-15 10:00:00,Virtual Zoom,2025-11-15 12:00:00,100,2025-11-08 10:00:00
604,6,2025-09-17 10:00:00,Virtual Zoom,2025-09-17 12:00:00,100,2025-09-10 10:00:00
605,8,2023-03-31 10:00:00,Local Library,2023-03-31 12:00:00,100,2023-03-24 10:00:00
606,4,2022-11-15 10:00:00,Local Library,2022-11-15 12:00:00,100,2022-11-08 10:00:00
607,5,2023-07-27 10:00:00,Virtual Zoom,2023-07-27 12:00:00,100,2023-07-20 10:00:00
608,3,2022-02-01 10:00:00,Ella Rises HQ,2022-02-01 12:00:00,100,2022-01-25 10:00:00
609,3,2023-05-09 10:00:00,Art Studio 2,2023-05-09 12:00:00,100,2023-05-02 10:00:00
610,2,2024-06-22 10:00:00,Community Center Room A,2024-06-22 12:00:00,100,2024-06-15 10:00:00
611,8,2021-12-17 10:00:00,Art Studio 2,2021-12-17 12:00:00,100,2021-12-10 10:00:00
612,6,2024-10-30 10:00:00,Art Studio 2,2024-10-30 12:00:00,100,2024-10-23 10:00:00
613,5,2025-01-30 10:00:00,Local Library,2025-01-30 12:00:00,100,2025-01-23 10:00:00
614,3,2025-07-01 10:00:00,Art Studio 2,2025-07-01 12:00:00,100,2025-06-24 10:00:00
615,5,2022-02-24 10:00:00,Art Studio 2,2022-02-24 12:00:00,100,2022-02-17 10:00:00
616,3,2025-07-22 10:00:00,Community Center Room A,2025-07-22 12:00:00,100,2025-07-15 10:00:00
617,6,2023-04-19 10:00:00,Local Library,2023-04-19 12:00:00,100,2023-04-12 10:00:00
618,6,2023-06-21 10:00:00,Ella Rises HQ,2023-06-21 12:00:00,100,2023-06-14 10:00:00
619,2,2024-03-23 10:00:00,Local Library,2024-03-23 12:00:00,100,2024-03-16 10:00:00
620,3,2024-10-08 10:00:00,Art Studio 2,2024-10-08 12:00:00,100,2024-10-01 10:00:00
621,6,2024-05-29 10:00:00,Ella Rises HQ,2024-05-29 12:00:00,100,2024-05-22 10:00:00
622,6,2024-12-11 10:00:00,Local Library,2024-12-11 12:00:00,100,2024-12-04 10:00:00
623,6,2024-06-19 10:00:00,Art Studio 2,2024-06-19 12:00:00,100,2024-06-12 10:00:00
624,2,2024-02-17 10:00:00,Ella Rises HQ,2024-02-17 12:00:00,100,2024-02-10 10:00:00
625,2,2025-02-01 10:00:00,Art Studio 2,2025-02-01 12:00:00,100,2025-01-25 10:00:00
626,4,2022-10-15 10:00:00,Virtual Zoom,2022-10-15 12:00:00,100,2022-10-08 10:00:00
627,2,2023-02-11 10:00:00,Ella Rises HQ,2023-02-11 12:00:00,100,2023-02-04 10:00:00
628,5,2024-10-10 10:00:00,Ella Rises HQ,2024-10-10 12:00:00,100,2024-10-03 10:00:00
629,2,2023-09-23 10:00:00,Community Center Room A,2023-09-23 12:00:00,100,2023-09-16 10:00:00
630,6,2022-05-04 10:00:00,Community Center Room A,2022-05-04 12:00:00,100,2022-04-27 10:00:00
631,5,2025-11-06 10:00:00,Local Library,2025-11-06 12:00:00,100,2025-10-30 10:00:00
632,2,2024-06-29 10:00:00,Virtual Zoom,2024-06-29 12:00:00,100,2024-06-22 10:00:00
633,3,2024-10-29 10:00:00,Local Library,2024-10-29 12:00:00,100,2024-10-22 10:00:00
634,3,2022-10-18 10:00:00,Virtual Zoom,2022-10-18 12:00:00,100,2022-10-11 10:00:00
635,3,2024-03-05 10:00:00,Local Library,2024-03-05 12:00:00,100,2024-02-27 10:00:00
636,1,2023-06-04 10:00:00,Ella Rises HQ,2023-06-04 12:00:00,100,2023-05-28 10:00:00
637,1,2025-02-02 10:00:00,Local Library,2025-02-02 12:00:00,100,2025-01-26 10:00:00
638,8,2023-08-25 10:00:00,Ella Rises HQ,2023-08-25 12:00:00,100,2023-08-18 10:00:00
639,6,2022-06-15 10:00:00,Community Center Room A,2022-06-15 12:00:00,100,2022-06-08 10:00:00
640,6,2021-11-24 10:00:00,Virtual Zoom,2021-11-24 12:00:00,100,2021-11-17 10:00:00
641,6,2024-01-03 10:00:00,Community Center Room A,2024-01-03 12:00:00,100,2023-12-27 10:00:00
642,1,2021-11-28 10:00:00,Virtual Zoom,2021-11-28 12:00:00,100,2021-11-21 10:00:00
643,5,2023-10-19 10:00:00,Community Center Room A,2023-10-19 12:00:00,100,2023-10-12 10:00:00
644,8,2023-11-03 10:00:00,Ella Rises HQ,2023-11-03 12:00:00,100,2023-10-27 10:00:00
645,3,2023-11-14 10:00:00,Community Center Room A,2023-11-14 12:00:00,100,2023-11-07 10:00:00
646,8,2025-06-06 10:00:00,Community Center Room A,2025-06-06 12:00:00,100,2025-05-30 10:00:00
647,3,2024-12-31 10:00:00,Virtual Zoom,2024-12-31 12:00:00,100,2024-12-24 10:00:00
648,1,2023-12-10 10:00:00,Ella Rises HQ,2023-12-10 12:00:00,100,2023-12-03 10:00:00
649,1,2022-10-09 10:00:00,Local Library,2022-10-09 12:00:00,100,2022-10-02 10:00:00
650,1,2023-12-17 10:00:00,Ella Rises HQ,2023-12-17 12:00:00,100,2023-12-10 10:00:00
651,2,2023-07-29 10:00:00,Virtual Zoom,2023-07-29 12:00:00,100,2023-07-22 10:00:00
652,8,2022-11-25 10:00:00,Virtual Zoom,2022-11-25 12:00:00,100,2022-11-18 10:00:00
653,5,2023-04-13 10:00:00,Virtual Zoom,2023-04-13 12:00:00,100,2023-04-06 10:00:00
654,3,2025-01-28 10:00:00,Community Center Room A,2025-01-28 12:00:00,100,2025-01-21 10:00:00
655,6,2023-03-29 10:00:00,Community Center Room A,2023-03-29 12:00:00,100,2023-03-22 10:00:00
656,1,2023-04-09 10:00:00,Ella Rises HQ,2023-04-09 12:00:00,100,2023-04-02 10:00:00
657,1,2023-07-09 10:00:00,Art Studio 2,2023-07-09 12:00:00,100,2023-07-02 10:00:00
658,6,2024-03-27 10:00:00,Art Studio 2,2024-03-27 12:00:00,100,2024-03-20 10:00:00
659,10,2025-02-15 10:00:00,Local Library,2025-02-15 12:00:00,100,2025-02-08 10:00:00
660,2,2023-11-25 10:00:00,Ella Rises HQ,2023-11-25 12:00:00,100,2023-11-18 10:00:00
661,2,2023-10-07 10:00:00,Virtual Zoom,2023-10-07 12:00:00,100,2023-09-30 10:00:00
662,3,2023-09-26 10:00:00,Local Library,2023-09-26 12:00:00,100,2023-09-19 10:00:00
663,1,2024-08-04 10:00:00,Community Center Room A,2024-08-04 12:00:00,100,2024-07-28 10:00:00
664,1,2024-02-18 10:00:00,Ella Rises HQ,2024-02-18 12:00:00,100,2024-02-11 10:00:00
665,1,2023-07-30 10:00:00,Ella Rises HQ,2023-07-30 12:00:00,100,2023-07-23 10:00:00
666,7,2023-01-15 10:00:00,Local Library,2023-01-15 12:00:00,100,2023-01-08 10:00:00
667,7,2025-01-15 10:00:00,Ella Rises HQ,2025-01-15 12:00:00,100,2025-01-08 10:00:00
668,6,2024-03-06 10:00:00,Virtual Zoom,2024-03-06 12:00:00,100,2024-02-28 10:00:00
669,2,2022-07-16 10:00:00,Local Library,2022-07-16 12:00:00,100,2022-07-09 10:00:00
670,5,2023-03-09 10:00:00,Ella Rises HQ,2023-03-09 12:00:00,100,2023-03-02 10:00:00
671,1,2023-11-05 10:00:00,Virtual Zoom,2023-11-05 12:00:00,100,2023-10-29 10:00:00
672,8,2025-08-22 10:00:00,Ella Rises HQ,2025-08-22 12:00:00,100,2025-08-15 10:00:00
673,5,2025-07-24 10:00:00,Community Center Room A,2025-07-24 12:00:00,100,2025-07-17 10:00:00
674,4,2025-08-15 10:00:00,Ella Rises HQ,2025-08-15 12:00:00,100,2025-08-08 10:00:00
675,3,2023-02-21 10:00:00,Virtual Zoom,2023-02-21 12:00:00,100,2023-02-14 10:00:00
676,6,2024-08-07 10:00:00,Ella Rises HQ,2024-08-07 12:00:00,100,2024-07-31 10:00:00
677,4,2025-07-15 10:00:00,Ella Rises HQ,2025-07-15 12:00:00,100,2025-07-08 10:00:00
678,3,2023-07-25 10:00:00,Local Library,2023-07-25 12:00:00,100,2023-07-18 10:00:00
679,1,2024-04-07 10:00:00,Ella Rises HQ,2024-04-07 12:00:00,100,2024-03-31 10:00:00
680,3,2024-01-09 10:00:00,Ella Rises HQ,2024-01-09 12:00:00,100,2024-01-02 10:00:00
681,3,2023-05-23 10:00:00,Art Studio 2,2023-05-23 12:00:00,100,2023-05-16 10:00:00
682,10,2023-05-15 10:00:00,Ella Rises HQ,2023-05-15 12:00:00,100,2023-05-08 10:00:00
683,5,2024-01-25 10:00:00,Virtual Zoom,2024-01-25 12:00:00,100,2024-01-18 10:00:00
684,3,2023-06-27 10:00:00,Community Center Room A,2023-06-27 12:00:00,100,2023-06-20 10:00:00
685,8,2025-01-10 10:00:00,Virtual Zoom,2025-01-10 12:00:00,100,2025-01-03 10:00:00
686,3,2022-05-17 10:00:00,Local Library,2022-05-17 12:00:00,100,2022-05-10 10:00:00
687,2,2025-04-12 10:00:00,Ella Rises HQ,2025-04-12 12:00:00,100,2025-04-05 10:00:00
688,3,2024-04-16 10:00:00,Local Library,2024-04-16 12:00:00,100,2024-04-09 10:00:00
689,3,2024-12-10 10:00:00,Local Library,2024-12-10 12:00:00,100,2024-12-03 10:00:00
690,5,2024-04-18 10:00:00,Art Studio 2,2024-04-18 12:00:00,100,2024-04-11 10:00:00
691,1,2023-04-02 10:00:00,Local Library,2023-04-02 12:00:00,100,2023-03-26 10:00:00
692,1,2022-01-09 10:00:00,Local Library,2022-01-09 12:00:00,100,2022-01-02 10:00:00
693,7,2025-02-15 10:00:00,Virtual Zoom,2025-02-15 12:00:00,100,2025-02-08 10:00:00
694,1,2023-08-13 10:00:00,Art Studio 2,2023-08-13 12:00:00,100,2023-08-06 10:00:00
695,3,2025-08-26 10:00:00,Community Center Room A,2025-08-26 12:00:00,100,2025-08-19 10:00:00
696,3,2022-05-31 10:00:00,Ella Rises HQ,2022-05-31 12:00:00,100,2022-05-24 10:00:00
697,8,2022-11-04 10:00:00,Community Center Room A,2022-11-04 12:00:00,100,2022-10-28 10:00:00
698,1,2023-09-24 10:00:00,Art Studio 2,2023-09-24 12:00:00,100,2023-09-17 10:00:00
699,8,2022-06-17 10:00:00,Community Center Room A,2022-06-17 12:00:00,100,2022-06-10 10:00:00
700,2,2022-03-26 10:00:00,Local Library,2022-03-26 12:00:00,100,2022-03-19 10:00:00
701,5,2025-10-30 10:00:00,Virtual Zoom,2025-10-30 12:00:00,100,2025-10-23 10:00:00
702,8,2021-12-24 10:00:00,Virtual Zoom,2021-12-24 12:00:00,100,2021-12-17 10:00:00
703,8,2025-05-23 10:00:00,Local Library,2025-05-23 12:00:00,100,2025-05-16 10:00:00
704,4,2024-10-15 10:00:00,Ella Rises HQ,2024-10-15 12:00:00,100,2024-10-08 10:00:00
705,3,2023-09-19 10:00:00,Ella Rises HQ,2023-09-19 12:00:00,100,2023-09-12 10:00:00
706,6,2024-06-26 10:00:00,Art Studio 2,2024-06-26 12:00:00,100,2024-06-19 10:00:00
707,8,2024-12-20 10:00:00,Local Library,2024-12-20 12:00:00,100,2024-12-13 10:00:00
708,1,2025-10-19 10:00:00,Local Library,2025-10-19 12:00:00,100,2025-10-12 10:00:00
709,1,2024-11-17 10:00:00,Local Library,2024-11-17 12:00:00,100,2024-11-10 10:00:00
710,6,2025-01-15 10:00:00,Virtual Zoom,2025-01-15 12:00:00,100,2025-01-08 10:00:00
711,2,2025-11-01 10:00:00,Virtual Zoom,2025-11-01 12:00:00,100,2025-10-25 10:00:00
712,8,2023-10-06 10:00:00,Art Studio 2,2023-10-06 12:00:00,100,2023-09-29 10:00:00
713,2,2023-09-30 10:00:00,Local Library,2023-09-30 12:00:00,100,2023-09-23 10:00:00
714,2,2022-11-26 10:00:00,Community Center Room A,2022-11-26 12:00:00,100,2022-11-19 10:00:00
715,8,2022-02-18 10:00:00,Local Library,2022-02-18 12:00:00,100,2022-02-11 10:00:00
716,6,2024-11-13 10:00:00,Local Library,2024-11-13 12:00:00,100,2024-11-06 10:00:00
717,1,2023-01-08 10:00:00,Community Center Room A,2023-01-08 12:00:00,100,2023-01-01 10:00:00
718,10,2022-09-15 10:00:00,Community Center Room A,2022-09-15 12:00:00,100,2022-09-08 10:00:00
719,3,2021-11-16 10:00:00,Art Studio 2,2021-11-16 12:00:00,100,2021-11-09 10:00:00
720,8,2022-12-30 10:00:00,Ella Rises HQ,2022-12-30 12:00:00,100,2022-12-23 10:00:00
721,3,2024-11-12 10:00:00,Virtual Zoom,2024-11-12 12:00:00,100,2024-11-05 10:00:00
722,6,2022-08-03 10:00:00,Local Library,2022-08-03 12:00:00,100,2022-07-27 10:00:00
723,2,2021-12-18 10:00:00,Local Library,2021-12-18 12:00:00,100,2021-12-11 10:00:00
724,3,2022-12-20 10:00:00,Community Center Room A,2022-12-20 12:00:00,100,2022-12-13 10:00:00
725,6,2024-02-28 10:00:00,Virtual Zoom,2024-02-28 12:00:00,100,2024-02-21 10:00:00
726,1,2025-02-09 10:00:00,Ella Rises HQ,2025-02-09 12:00:00,100,2025-02-02 10:00:00
727,8,2023-06-30 10:00:00,Virtual Zoom,2023-06-30 12:00:00,100,2023-06-23 10:00:00
728,8,2024-03-15 10:00:00,Ella Rises HQ,2024-03-15 12:00:00,100,2024-03-08 10:00:00
729,6,2025-02-12 10:00:00,Art Studio 2,2025-02-12 12:00:00,100,2025-02-05 10:00:00
730,2,2023-05-20 10:00:00,Local Library,2023-05-20 12:00:00,100,2023-05-13 10:00:00
731,8,2023-05-05 10:00:00,Virtual Zoom,2023-05-05 12:00:00,100,2023-04-28 10:00:00
732,4,2022-03-15 10:00:00,Local Library,2022-03-15 12:00:00,100,2022-03-08 10:00:00
733,2,2025-10-18 10:00:00,Local Library,2025-10-18 12:00:00,100,2025-10-11 10:00:00
734,5,2022-10-20 10:00:00,Virtual Zoom,2022-10-20 12:00:00,100,2022-10-13 10:00:00
735,1,2024-05-19 10:00:00,Art Studio 2,2024-05-19 12:00:00,100,2024-05-12 10:00:00
736,6,2022-02-02 10:00:00,Ella Rises HQ,2022-02-02 12:00:00,100,2022-01-26 10:00:00
737,4,2024-12-15 10:00:00,Virtual Zoom,2024-12-15 12:00:00,100,2024-12-08 10:00:00
738,6,2024-06-05 10:00:00,Art Studio 2,2024-06-05 12:00:00,100,2024-05-29 10:00:00
739,10,2021-12-15 10:00:00,Ella Rises HQ,2021-12-15 12:00:00,100,2021-12-08 10:00:00
740,4,2022-02-15 10:00:00,Ella Rises HQ,2022-02-15 12:00:00,100,2022-02-08 10:00:00
741,6,2023-12-20 10:00:00,Local Library,2023-12-20 12:00:00,100,2023-12-13 10:00:00
742,2,2022-06-11 10:00:00,Ella Rises HQ,2022-06-11 12:00:00,100,2022-06-04 10:00:00
743,5,2022-06-30 10:00:00,Local Library,2022-06-30 12:00:00,100,2022-06-23 10:00:00
744,8,2024-09-06 10:00:00,Virtual Zoom,2024-09-06 12:00:00,100,2024-08-30 10:00:00
745,7,2023-08-15 10:00:00,Ella Rises HQ,2023-08-15 12:00:00,100,2023-08-08 10:00:00
746,5,2024-01-11 10:00:00,Ella Rises HQ,2024-01-11 12:00:00,100,2024-01-04 10:00:00
747,1,2023-05-28 10:00:00,Virtual Zoom,2023-05-28 12:00:00,100,2023-05-21 10:00:00
748,5,2021-12-16 10:00:00,Virtual Zoom,2021-12-16 12:00:00,100,2021-12-09 10:00:00
749,2,2025-05-10 10:00:00,Ella Rises HQ,2025-05-10 12:00:00,100,2025-05-03 10:00:00
750,5,2024-05-09 10:00:00,Ella Rises HQ,2024-05-09 12:00:00,100,2024-05-02 10:00:00
751,3,2025-04-22 10:00:00,Local Library,2025-04-22 12:00:00,100,2025-04-15 10:00:00
752,10,2022-05-15 10:00:00,Community Center Room A,2022-05-15 12:00:00,100,2022-05-08 10:00:00
753,1,2023-09-03 10:00:00,Community Center Room A,2023-09-03 12:00:00,100,2023-08-27 10:00:00
754,6,2024-11-27 10:00:00,Local Library,2024-11-27 12:00:00,100,2024-11-20 10:00:00
755,5,2021-11-18 10:00:00,Community Center Room A,2021-11-18 12:00:00,100,2021-11-11 10:00:00
756,10,2024-01-15 10:00:00,Community Center Room A,2024-01-15 12:00:00,100,2024-01-08 10:00:00
757,8,2024-11-01 10:00:00,Community Center Room A,2024-11-01 12:00:00,100,2024-10-25 10:00:00
758,8,2022-08-05 10:00:00,Ella Rises HQ,2022-08-05 12:00:00,100,2022-07-29 10:00:00
759,3,2025-06-24 10:00:00,Ella Rises HQ,2025-06-24 12:00:00,100,2025-06-17 10:00:00
760,1,2024-02-11 10:00:00,Community Center Room A,2024-02-11 12:00:00,100,2024-02-04 10:00:00
761,5,2025-04-10 10:00:00,Art Studio 2,2025-04-10 12:00:00,100,2025-04-03 10:00:00
762,8,2023-02-17 10:00:00,Community Center Room A,2023-02-17 12:00:00,100,2023-02-10 10:00:00
763,7,2024-08-15 10:00:00,Local Library,2024-08-15 12:00:00,100,2024-08-08 10:00:00
764,3,2025-06-10 10:00:00,Ella Rises HQ,2025-06-10 12:00:00,100,2025-06-03 10:00:00
765,6,2024-07-03 10:00:00,Community Center Room A,2024-07-03 12:00:00,100,2024-06-26 10:00:00
766,2,2021-11-20 10:00:00,Virtual Zoom,2021-11-20 12:00:00,100,2021-11-13 10:00:00
767,3,2024-07-02 10:00:00,Community Center Room A,2024-07-02 12:00:00,100,2024-06-25 10:00:00
768,8,2024-12-06 10:00:00,Art Studio 2,2024-12-06 12:00:00,100,2024-11-29 10:00:00
769,1,2021-11-07 10:00:00,Local Library,2021-11-07 12:00:00,100,2021-10-31 10:00:00
770,1,2024-02-25 10:00:00,Local Library,2024-02-25 12:00:00,100,2024-02-18 10:00:00
771,10,2024-02-15 10:00:00,Local Library,2024-02-15 12:00:00,100,2024-02-08 10:00:00
772,6,2025-05-14 10:00:00,Art Studio 2,2025-05-14 12:00:00,100,2025-05-07 10:00:00
773,1,2022-12-25 10:00:00,Art Studio 2,2022-12-25 12:00:00,100,2022-12-18 10:00:00
774,3,2022-04-26 10:00:00,Ella Rises HQ,2022-04-26 12:00:00,100,2022-04-19 10:00:00
775,3,2023-08-22 10:00:00,Community Center Room A,2023-08-22 12:00:00,100,2023-08-15 10:00:00
776,2,2023-04-01 10:00:00,Ella Rises HQ,2023-04-01 12:00:00,100,2023-03-25 10:00:00
777,1,2025-01-19 10:00:00,Ella Rises HQ,2025-01-19 12:00:00,100,2025-01-12 10:00:00
778,6,2024-11-06 10:00:00,Virtual Zoom,2024-11-06 12:00:00,100,2024-10-30 10:00:00
779,1,2023-11-19 10:00:00,Local Library,2023-11-19 12:00:00,100,2023-11-12 10:00:00
780,1,2025-07-06 10:00:00,Art Studio 2,2025-07-06 12:00:00,100,2025-06-29 10:00:00
781,1,2022-04-17 10:00:00,Community Center Room A,2022-04-17 12:00:00,100,2022-04-10 10:00:00
782,8,2022-09-09 10:00:00,Art Studio 2,2022-09-09 12:00:00,100,2022-09-02 10:00:00
783,3,2023-05-30 10:00:00,Virtual Zoom,2023-05-30 12:00:00,100,2023-05-23 10:00:00
784,2,2025-05-17 10:00:00,Local Library,2025-05-17 12:00:00,100,2025-05-10 10:00:00
785,8,2024-06-21 10:00:00,Virtual Zoom,2024-06-21 12:00:00,100,2024-06-14 10:00:00
786,6,2022-11-09 10:00:00,Ella Rises HQ,2022-11-09 12:00:00,100,2022-11-02 10:00:00
787,2,2023-12-16 10:00:00,Community Center Room A,2023-12-16 12:00:00,100,2023-12-09 10:00:00
